rank,word_fr,word_en,tag,phrase_fr,phrase_en
3012,bar,bar,nm, nous buvons un café dans le bar voisin , we're drinking a coffee in the local bar 
3013,tantôt,"this afternoon, sometimes",adv," des voix tantôt masculines, tantôt féminines "," voices that were sometimes masculine, sometimes feminine"
3014,publiquement,publicly,adv, il ne voulait pas critiquer publiquement ses supérieurs , he didn't want to publicly criticize his superiors
3015,gueule,"mouth, trap",nf, ferme ta grande gueule! , shut your big trap! 
3016,comparable,comparable,adj(f), le bruit était comparable à une explosion , the noise was like an explosion 
3017,sympathie,"liking, warmth, friendship, sympathie",nf, vous avez ma sympathie , you have my sympathy 
3018,structurel,structural,adj, il y a des pressions structurelles dans le système de santé , there are structural pressures in the health system
3019,dispenser,"to exempt, avoid",v, vous pouvez me dispenser de vos commentaires , you can spare me your commentaries 
3020,copain,"friend, buddy, mate",nm," ils deviennent copains, amis, amoureux bientôt "," they soon became buddies, friends, lovers "
3021,aligner,"to lign up, align",v, il aligna sur le comptoir les trois piécettes d'argent , he lined up three small silver coins on the counter
3022,absorber,"to absorb, remove, take up, take over",v," j'étais absorbé, obsédé par mes recherches "," I was absorbed, obsessed by my research "
3023,compagnon,"companion, craftsman, journeyman",nm, il invitait souvent des compagnons de son âge à venir , he often invited his same-age companions to come over
3024,déroulement,"development, progress",nm, nous avons examiné le déroulement des événements , we studied the unfolding of the events 
3025,dévoiler,"to unveil, reveal, disclose",v, pouvez-vous nous dévoiler l'évolution de l'intrigue? , can you reveal to us how the affair unfolded?
3026,opérationnel,"operational, operating",adj, tous les systèmes sont opérationnels , all systems are operational 
3027,freiner,"to brake, slow down",v, il se peut que je freine brusquement , I might brake suddenly 
3028,rattraper,"to recapture, recover, catch up, make up for",v, il a fallu plus tard rattraper le temps perdu , later we had to make up for lost time 
3029,matinée,morning,nf, j'ai passé la matinée à lire , I spent the morning reading 
3030,régir,to govern,v, nous avons des lois pour régir les activités de la presse , we have laws to govern the activities of the press
3031,poème,poem,nm, souviens-toi du poème que je t'ai fait lire , remember the poem that I had you read 
3032,bassin,"bowl, basin",nm, une large allée centrale menait à un bassin , a large central alley led to a reservoir 
3033,éteindre,"to extinguish, put out, turn off",v, elle a éteint la lumière , she turned off the light 
3034,ministériel,ministerial; minister,adj, les ministériels devraient voter selon leur conscience , the ministers should vote according to their conscience
3035,rage,"rage, fury, rabies",nf, la guerre fait rage dans les ténèbres , war is raging in the darkness 
3036,enregistrement,"recording, registration, check-in, logging",nm," pour moi, les enregistrements falsifient la psychanalyse "," for me, recordings falsify psychoanalysis"
3037,débarquer,"to unload, land, disembark",v, de nouveaux groupes étrangers ont débarqué en Italie , new groups of foreigners have landed in Italy
3038,systématiquement,systematically,adv, ce genre de choses sort systématiquement , this kind of thing happens systematically 
3039,énormément,enormously,adv, j'ai énormément d'admiration pour lui , I have a lot of admiration for him 
3040,respirer,to breath,v," respirez à fond, calmez-vous "," breathe deeply, calm down "
3041,dictature,dictatorship,nf, nous voulons éviter une nouvelle dictature , we want to avoid a new dictatorship 
3042,acheteur,"buyer, purchaser",nm, le gouvernement est le plus gros acheteur de biens , the government is the greatest purchaser of goods
3043,équiper,"to equip, kit out, fit out, tool up",v, quelque 1.800 caméras de surveillance équipent les gares ," the train stations are equipped with some 1,800 surveillance cameras"
3044,édifice,building,nm, un édifice s'élève pierre à pierre , a building is constructed one stone at a time 
3045,lot,"share, prize, lot",nm, la négligence sera le lot de cet enfant du malheur , negligence will be the lot of this child of misfortune
3046,fondement,foundation,nm, l'avenir reposait sur ces fondements , the future rested on this foundation 
3047,spirituel,"witty, spiritual, sacred",nadj, c'est une fiction moderne spirituelle et intelligente , it's a modern work of fiction that's spiritual and intelligent
3048,fournisseur,"supplier, provider",nm, je ne suis que le fournisseur. je ne sais rien , I'm only the middleman. I don't know anything 
3049,détriment,detriment,nm, la mondialisation se fait au détriment des moins forts , globalizaton occurs to the detriment of the weak
3050,unanime,unanimous,adj(f), elle a reçu l'approbation unanime de l'opinion publique , she received unanimous approval from public opinion
3051,agiter,"to shake, disturb",v, le sujet agite beaucoup la presse , the subject really stirs up the press 
3052,élimination,elimination,nf, il avait programmé l'élimination des paysans , he engineered the elimination of all peasants 
3053,nazi,Nazi,nadj, négocier avec les nazis? jamais , negotiate with the Nazis? never 
3054,col,"collar, mountain pass",nm, tu devrais arranger un peu ton col , you should adjust your collar 
3055,impressionner,"to impress, upset",v, vous avez impressionné nos collègues , you impressed our colleagues 
3056,accessible,"accessible, approachable",adj(f), je pense être un patron plutôt accessible , I think I'm a rather approachable boss 
3057,résidence,"residence, block of flats",nf, bienvenue dans ma résidence d'été , welcome to my summer residence 
3058,dedans,"inside, indoors","adv,nm(pl),prep", je suis tombé dedans quand j'étais petit , I fell into it when I was young 
3059,agressif,aggressive,nadj," elle est devenue agressive, hostile "," she has become aggressive, hostile "
3060,loger,"to put up, accommodate, stay, find accommodation",v, nous savons maintenant où ils se logent , we know where they live now 
3061,ouvertement,"openly, overtly",adv, il a parlé assez ouvertement , he spoke openly enough 
3062,patience,patience,nf, leur patience avait des limites , their patience had limits 
3063,stimuler,to stimulate,v, elle ne stimule aucunement l'immunité cellulaire , it in no way stimulates the cell's immunity 
3064,classement,"classification, ranking",nm, tes classements aux courses ont été excellents l'an dernier , your race results were excellent last year
3065,arrestation,arrest,nf, vous êtes en état d'arrestation , you are under arrest 
3066,longuement,at length,adv," elle m'a longuement regardé, sans colère "," she looked at me for a long time, without anger "
3067,ancêtre,"ancestor, forerunner","nm,nf"," en fait, mes ancêtres viennent d'lnde "," in fact, my ancestors come from India "
3068,intensité,intensity,nf, ils relayent la vérité avec la même intensité que les mensonges , they convey the truth as intently as they do lies
3069,grandeur,"size, greatness",nf, la grandeur dominait dans ce cercle d'élite , the grandeur dominated in this circle of the elite 
3070,entraînement,"training, coaching, drive",nm," bien joué, ton entraînement est terminé ", well done 
3071,déborder,"to overflow, boil over, go out, go over",v, je suis débordé au travail , I'm swamped at work 
3072,conducteur,"driver, operator, conductor",nadj, le conducteur a été tué sur le coup , the driver was killed instantly 
3073,pollution,pollution,nf, il y a des risques importants de pollution , there's a significant risk of pollution 
3074,islamique,Islamic,adj(f), nous incarnons un mouvement islamique révolutionnaire , we embody a revolutionary Islamic movement
3075,attribution,"awarding, allocation, assignment, attribution",nf, certaines attributions en matière nucléaire relèvent encore des états , some prerogatives relative to nuclear power still depend on the states
3076,caméra,camera,nf, ils ont souri devant les caméras , they smiled in front of the cameras 
3077,dissimuler,"to conceal, hide",v, l'homme semble dissimuler un passé secret , the man seems to conceal a secret past 
3078,chronique,"chronic, column, page, chronicle",nadj(f), c'est un mal chronique auquel il va falloir s'attaquer , it's a chronic illness that should be attacked
3079,ère,era,nf, nous vivons à l'ère de la mondialisation , we live in an era of globalization 
3080,rappel,"reminder, summary, recall, return, remember",nm, je suis un rappel d'un moment douloureux de ta vie , I'm a reminder of a painful time of your life
3081,fabricant,manufacturer,nm, rien ne semble effrayer le fabricant français , nothing seems to scare the French manufacturer 
3082,utilité,"use, usefulness,",nf, tu ne m'es d'aucune utilité , you are of no use to me 
3083,ethnique,ethnic,nadj(f), les luttes politiques entre divers groupes ethniques , the political struggle between different ethnic groups
3084,annexe,"annex, appendix, related issue","adj(f),nf", le texte du rapport figure à l'annexe , the text of the report is located in the appendix 
